ID,grade,sub_grade,open_acc,dti,inq_last_6mths,emp_dur,annual_inc,home_ownership,purpose,loan_amnt,int_rate,revol_bal,revol_util
167106,B,B3,14,29.6,1,04-Jun,42000,RENT,debt_consolidation,12000,0.1099,20503,0.446
62798,C,C2,15,12.72,0,10+,120000,MORTGAGE,debt_consolidation,20000,0.1433,11033,0.407
215821,E,E2,21,22.54,2,07-Sep,60000,MORTGAGE,debt_consolidation,20000,0.2148,12020,0.829
150431,A,A2,8,3.71,3,0-1,80000,MORTGAGE,home_improvement,10000,0.0662,9892,0.218
204064,A,A2,11,10.76,0,10+,205000,MORTGAGE,credit_card,19200,0.0662,25972,0.877
112571,F,F2,14,11.81,3,10+,75000,MORTGAGE,credit_card,33000,0.2328,46467,0.865
191876,E,E4,19,22.7,0,10+,58000,MORTGAGE,debt_consolidation,23200,0.2099,27162,0.635
13148,A,A3,16,24,0,10+,57800,MORTGAGE,home_improvement,7000,0.0699,26562,0.349
1666,B,B5,9,15.89,2,07-Sep,45000,RENT,credit_card,14000,0.1269,15386,0.631
235509,B,B1,9,20.34,0,10+,42000,OWN,debt_consolidation,2000,0.0818,4646,0.54
45205,B,B1,23,15.12,3,01-Mar,85000,MORTGAGE,debt_consolidation,15000,0.0967,7047,0.113
185390,C,C4,21,10.84,1,10+,61000,MORTGAGE,debt_consolidation,22000,0.1449,21543,0.579
94944,C,C2,17,17.59,0,0-1,70000,MORTGAGE,debt_consolidation,23750,0.1531,12321,0.665
8662,B,B1,9,19.6,3,01-Mar,42500,MORTGAGE,debt_consolidation,12600,0.0999,10341,0.676
115732,B,B3,12,17.41,0,01-Mar,45000,MORTGAGE,credit_card,9000,0.1212,9709,0.371
4554,A,A1,11,12,0,07-Sep,31303,MORTGAGE,debt_consolidation,12000,0.0603,5325,0.148
96942,B,B1,10,3.4,1,07-Sep,120000,RENT,debt_consolidation,13000,0.1016,7648,0.362
71553,C,C5,19,15.28,0,10+,115000,OWN,debt_consolidation,35000,0.1678,41338,0.808
159443,D,D2,13,5.46,1,10+,60000,RENT,medical,12000,0.1599,7000,0.226
18453,A,A3,14,5.99,1,0-1,49700,MORTGAGE,credit_card,12000,0.0692,21808,0.574
123510,D,D4,8,19.01,1,10+,37000,OWN,debt_consolidation,12800,0.1905,10425,0.883
21577,D,D2,3,21.35,0,10+,36576,MORTGAGE,home_improvement,3000,0.1446,0,0
38044,C,C5,9,21.04,0,10+,60240,MORTGAGE,debt_consolidation,18000,0.1624,12921,0.91
203206,A,A5,12,13.54,2,10+,96000,MORTGAGE,credit_card,8000,0.089,9794,0.428
187649,C,C1,9,14.05,2,01-Mar,125000,MORTGAGE,home_improvement,8000,0.1299,3044,0.254
68829,B,B1,6,6.66,0,04-Jun,40000,RENT,debt_consolidation,7200,0.0971,8534,0.677
137615,D,D3,16,30.13,0,10+,80000,MORTGAGE,debt_consolidation,19100,0.1875,27447,0.897
129002,B,B2,13,26.11,0,04-Jun,45000,RENT,debt_consolidation,17625,0.1114,8385,0.339
127897,A,A1,12,23.5,2,01-Mar,63000,RENT,debt_consolidation,15000,0.0603,6249,0.11
43848,D,D2,9,23.01,0,10+,45000,RENT,other,13150,0.1855,16407,0.469
227934,D,D5,22,23.84,0,04-Jun,250000,MORTGAGE,debt_consolidation,35000,0.1786,136150,0.92
141403,D,D3,4,13.53,2,01-Mar,70000,OWN,debt_consolidation,12700,0.1825,5277,0.517
76140,C,C1,6,29.82,0,01-Mar,13320,RENT,debt_consolidation,3825,0.1433,6865,0.869
149410,D,D1,10,7.63,2,0-1,25000,RENT,debt_consolidation,3625,0.1727,3045,0.491
3441,A,A3,4,29.25,0,01-Mar,31800,RENT,debt_consolidation,3600,0.0751,6976,0.288
942,B,B5,14,21.65,1,07-Sep,76000,MORTGAGE,debt_consolidation,24000,0.1269,23659,0.563
209317,B,B4,15,14.5,1,missing,47000,OWN,credit_card,4000,0.1249,13566,0.31
22769,A,A4,9,22.23,1,04-Jun,24996,RENT,other,8000,0.0751,3393,0.129
167624,B,B3,14,14.3,1,01-Mar,60000,MORTGAGE,debt_consolidation,8000,0.1099,5607,0.303
102326,F,F1,11,21.3,2,04-Jun,80000,RENT,debt_consolidation,21000,0.2295,14508,0.448
316,C,C3,7,21.39,2,07-Sep,34000,RENT,credit_card,6000,0.1465,6546,0.885
166857,D,D4,8,11.97,1,01-Mar,103000,RENT,other,25000,0.1757,4791,0.39
148346,A,A3,5,13.88,0,01-Mar,38400,RENT,credit_card,6300,0.0762,613,0.053
151319,B,B1,13,17.9,0,missing,85000,RENT,credit_card,7000,0.0976,9228,0.876
25961,D,D4,12,17.4,2,10+,40000,RENT,credit_card,10000,0.1595,7570,0.701
188654,E,E2,5,3.7,2,07-Sep,188000,MORTGAGE,home_improvement,24000,0.1952,6984,0.873
188411,D,D3,16,24.25,2,10+,61000,RENT,debt_consolidation,15000,0.1699,15016,0.661
173958,C,C4,9,8.29,0,10+,99000,RENT,credit_card,25000,0.1449,10189,0.418
177164,A,A5,13,3.76,0,07-Sep,137000,OWN,car,7000,0.0839,11503,0.387
196818,A,A3,7,16.29,1,10+,70000,MORTGAGE,debt_consolidation,10300,0.0712,6994,0.177
126644,A,A3,10,10.56,1,04-Jun,124000,MORTGAGE,medical,14850,0.0762,58,0.005
213928,C,C4,9,14.48,1,10+,87000,RENT,debt_consolidation,17000,0.1531,9573,0.847
19437,D,D5,9,13.58,1,0-1,62400,MORTGAGE,debt_consolidation,4575,0.1557,16675,0.83
192109,C,C1,11,18.01,3,10+,44812,MORTGAGE,credit_card,6800,0.1299,3992,0.373
163493,B,B5,16,17.39,1,01-Mar,110000,MORTGAGE,debt_consolidation,24000,0.1249,30332,0.586
96214,B,B3,12,29.04,0,10+,45000,MORTGAGE,debt_consolidation,6000,0.1212,4077,0.434
112739,A,A3,9,21.93,0,10+,38491,MORTGAGE,credit_card,16750,0.0762,23437,0.554
103164,F,F3,11,28.25,2,01-Mar,75000,RENT,debt_consolidation,33425,0.2363,40252,0.898
134961,B,B5,12,11.35,0,01-Mar,110000,MORTGAGE,credit_card,15575,0.1409,25995,0.544
34565,C,C4,7,19.89,0,01-Mar,42000,RENT,debt_consolidation,20000,0.1347,20563,0.97
80956,C,C5,7,11.39,1,10+,240000,MORTGAGE,debt_consolidation,35000,0.1727,9780,0.299
91321,A,A1,17,12.83,0,10+,2.00E+05,OWN,debt_consolidation,21000,0.0603,30441,0.633
150688,C,C5,5,2.09,8,04-Jun,80000,RENT,small_business,4000,0.1629,249,0.015
126631,A,A4,10,11.37,2,04-Jun,105000,MORTGAGE,home_improvement,9600,0.079,15093,0.751
172403,C,C3,11,28.26,1,10+,62000,MORTGAGE,debt_consolidation,7000,0.1398,11441,0.847
230043,C,C4,12,19.35,1,07-Sep,65000,RENT,debt_consolidation,17000,0.1399,9321,0.626
18348,A,A5,6,10.68,1,04-Jun,30000,MORTGAGE,medical,10000,0.0766,9285,0.649
225832,C,C2,17,34.64,1,10+,69900,MORTGAGE,debt_consolidation,10000,0.1269,15443,0.599
152635,B,B1,7,10.67,1,01-Mar,65000,RENT,other,15000,0.0976,4073,0.337
68127,D,D1,7,11.85,0,10+,62000,RENT,debt_consolidation,10000,0.1756,4908,0.654
173590,D,D2,17,30.75,1,01-Mar,75000,MORTGAGE,debt_consolidation,20000,0.1629,11370,0.418
150518,C,C1,9,16.89,1,07-Sep,65000,MORTGAGE,debt_consolidation,18000,0.1399,14562,0.639
17476,E,E1,12,21.97,2,10+,94800,MORTGAGE,debt_consolidation,27000,0.164,15660,0.578
94204,A,A3,11,18.61,1,10+,64156,MORTGAGE,debt_consolidation,10400,0.0762,26463,0.248
177778,D,D4,17,14.14,1,04-Jun,193187,MORTGAGE,home_improvement,30000,0.1757,27268,0.609
7205,E,E5,19,13.29,0,04-Jun,136500,RENT,wedding,16000,0.1969,15568,0.833
94032,C,C1,6,23.12,0,01-Mar,37000,MORTGAGE,credit_card,10000,0.1433,25376,0.872
62845,C,C4,12,17.58,1,10+,68500,RENT,home_improvement,12300,0.1588,7418,0.798
130587,G,G1,14,11.64,3,04-Jun,70000,RENT,debt_consolidation,27575,0.247,9763,0.794
44283,A,A2,12,11.84,0,10+,65000,RENT,credit_card,8000,0.0662,7416,0.434
141785,D,D2,7,5.7,0,01-Mar,39000,RENT,credit_card,3600,0.1799,4850,0.924
47141,C,C4,22,28.08,0,01-Mar,80000,RENT,debt_consolidation,6000,0.162,16398,0.756
48045,C,C1,13,24.62,1,01-Mar,33000,OWN,debt_consolidation,7000,0.143,9779,0.546
120979,D,D4,8,25.77,0,0-1,52500,RENT,debt_consolidation,18000,0.1905,42411,0.828
136154,B,B5,10,15.5,0,0-1,24000,RENT,credit_card,8325,0.1409,7415,0.741
162098,C,C1,7,18.8,0,0-1,30000,RENT,debt_consolidation,7200,0.1239,7850,0.72
89123,B,B2,11,8.34,0,04-Jun,80000,OWN,debt_consolidation,27050,0.1114,12317,0.505
195299,C,C3,10,14.65,2,04-Jun,32272,OWN,debt_consolidation,12500,0.1398,10166,0.446
105243,B,B5,7,11.64,1,01-Mar,1.00E+05,RENT,debt_consolidation,15000,0.1409,29491,0.977
51194,E,E1,14,29.67,0,07-Sep,140000,MORTGAGE,debt_consolidation,35000,0.21,38122,0.916
24931,B,B4,18,14,2,10+,45000,RENT,credit_card,6000,0.1149,4932,0.264
1473,E,E4,6,4.31,0,10+,90000,MORTGAGE,debt_consolidation,30000,0.1991,13072,0.674
142526,A,A1,9,4.51,0,10+,42000,MORTGAGE,debt_consolidation,8000,0.0603,6737,0.116
226398,C,C4,10,8.58,0,01-Mar,210000,MORTGAGE,credit_card,16000,0.1399,77437,0.645
228846,B,B2,14,23.61,0,01-Mar,68000,MORTGAGE,debt_consolidation,13500,0.0917,14394,0.602
211431,A,A3,12,11.91,0,10+,50000,MORTGAGE,credit_card,22000,0.0762,22614,0.407
162120,B,B3,11,15.92,1,04-Jun,113000,RENT,debt_consolidation,8400,0.1049,11292,0.506
108996,B,B1,10,14.07,0,07-Sep,109244,MORTGAGE,debt_consolidation,22400,0.1016,31857,0.8
212517,C,C2,6,14.64,2,01-Mar,36800,MORTGAGE,debt_consolidation,13000,0.1416,13807,0.863
179176,D,D5,9,22.1,1,10+,60000,MORTGAGE,debt_consolidation,15000,0.1824,6588,0.724
164509,A,A4,12,10,2,10+,110000,MORTGAGE,home_improvement,5000,0.0769,816,0.08
160198,D,D4,9,20.86,2,04-Jun,53000,OWN,debt_consolidation,10800,0.1714,3104,0.219
215261,A,A4,5,22.92,0,10+,30000,RENT,credit_card,10000,0.079,9702,0.836
93543,C,C5,13,4.49,1,04-Jun,60000,RENT,debt_consolidation,5500,0.1727,6922,0.351
240167,C,C5,7,14.85,0,10+,112000,MORTGAGE,credit_card,35000,0.1465,35298,0.876
180627,C,C5,9,10.19,1,01-Mar,55000,RENT,debt_consolidation,9600,0.1499,5280,0.498
39772,B,B4,8,3.93,2,04-Jun,130000,RENT,credit_card,15000,0.1285,15148,0.679
241855,B,B1,11,12.02,0,01-Mar,150000,RENT,credit_card,24000,0.0818,35265,0.549
136875,B,B5,6,13.77,0,10+,70000,MORTGAGE,debt_consolidation,27575,0.1409,41360,0.824
201043,B,B5,17,20.44,1,07-Sep,32000,RENT,credit_card,6400,0.1299,9968,0.539
33389,A,A3,7,2.38,0,10+,48000,MORTGAGE,debt_consolidation,10000,0.0774,4650,0.141
203656,D,D3,11,24.94,4,07-Sep,65000,MORTGAGE,debt_consolidation,15000,0.1825,6000,0.237
98061,D,D4,17,30.5,5,07-Sep,53000,MORTGAGE,credit_card,22400,0.1905,25383,0.707
217476,C,C5,13,19.76,1,10+,75000,MORTGAGE,debt_consolidation,35000,0.1624,13001,0.644
191340,C,C5,7,13.73,0,0-1,25000,RENT,debt_consolidation,4800,0.1499,2392,0.629
77186,B,B5,5,13.53,0,10+,65000,RENT,credit_card,3000,0.1409,32853,0.925
239443,C,C2,19,22.96,1,07-Sep,45000,RENT,debt_consolidation,20000,0.1269,22290,0.402
183289,C,C5,8,15.51,1,07-Sep,43400,MORTGAGE,debt_consolidation,5400,0.1499,30188,0.649
158568,C,C2,9,12.03,0,10+,80000,MORTGAGE,small_business,20000,0.1299,12850,0.621
104257,B,B2,14,22.75,1,04-Jun,75000,MORTGAGE,debt_consolidation,16000,0.1114,23145,0.806
200068,A,A4,8,7.43,0,10+,1.00E+05,MORTGAGE,debt_consolidation,21000,0.079,20807,0.433
136169,B,B1,13,13.93,0,10+,72000,OWN,credit_card,12000,0.1016,17082,0.645
19256,B,B5,6,4.66,1,07-Sep,26000,OWN,vacation,2000,0.1036,1378,0.445
122576,C,C1,12,30.93,0,10+,72000,MORTGAGE,debt_consolidation,15000,0.1433,27969,0.882
66745,C,C1,8,11.67,0,0-1,150000,MORTGAGE,credit_card,8975,0.1368,8854,0.553
18015,A,A4,5,10.81,2,10+,80000,RENT,major_purchase,8000,0.0729,7122,0.652
113358,E,E2,22,15.98,0,01-Mar,186000,RENT,debt_consolidation,20000,0.21,45807,0.733
233002,E,E1,8,15.74,2,01-Mar,34000,MORTGAGE,debt_consolidation,10525,0.1825,2067,0.252
237836,B,B3,5,10.66,0,01-Mar,50000,RENT,debt_consolidation,10000,0.0999,8333,0.646
119514,B,B2,8,23.81,0,07-Sep,45000,RENT,debt_consolidation,15000,0.1114,15720,0.652
234479,D,D1,8,33.7,1,04-Jun,50000,MORTGAGE,debt_consolidation,4000,0.1561,10160,0.847
22794,C,C3,14,13.72,0,01-Mar,30000,MORTGAGE,debt_consolidation,7000,0.1398,5412,0.229
191705,A,A4,5,17.42,0,01-Mar,43000,RENT,debt_consolidation,15000,0.0769,13491,0.398
93633,F,F4,20,15.93,3,10+,215000,MORTGAGE,other,20000,0.2376,53252,0.775
47794,C,C1,14,15.2,1,10+,68000,MORTGAGE,debt_consolidation,14400,0.143,8489,0.291
104133,B,B4,11,19.01,1,07-Sep,90000,MORTGAGE,credit_card,10000,0.1311,14426,0.844
109788,B,B2,8,5.83,0,04-Jun,50000,RENT,debt_consolidation,14400,0.1114,8009,0.621
125490,A,A2,10,25.79,0,10+,59000,MORTGAGE,debt_consolidation,12000,0.0662,20000,0.623
160473,F,F4,8,26.31,1,07-Sep,55000,OWN,small_business,27450,0.2499,17645,0.717
196452,E,E5,12,20.17,2,07-Sep,62000,MORTGAGE,debt_consolidation,7000,0.2215,8365,0.624
238997,C,C1,7,20.83,0,01-Mar,250000,MORTGAGE,debt_consolidation,35000,0.1229,77438,0.649
21343,B,B2,10,10.54,0,01-Mar,28800,RENT,major_purchase,6000,0.0925,1659,0.044
206768,B,B5,14,12.32,0,10+,52000,RENT,debt_consolidation,20000,0.1299,17630,0.622
15459,B,B1,8,1.8,1,01-Mar,78000,RENT,other,6000,0.0963,4140,0.174
132944,C,C5,15,11.69,2,10+,62000,MORTGAGE,debt_consolidation,24375,0.1727,21388,0.517
118374,B,B1,11,13.81,1,07-Sep,130000,RENT,credit_card,35000,0.1016,23025,0.413
54358,E,E2,12,10.81,0,10+,98000,RENT,credit_card,35000,0.217,27805,0.512
91595,A,A5,13,27.12,0,10+,55000,MORTGAGE,credit_card,9675,0.089,35156,0.624
11705,C,C2,7,10.56,0,01-Mar,57000,RENT,debt_consolidation,5500,0.1349,14831,0.637
129729,B,B5,9,21.4,1,04-Jun,42000,RENT,credit_card,15000,0.1409,14896,0.683
34574,D,D1,20,21.4,2,10+,190000,MORTGAGE,debt_consolidation,20000,0.1411,12531,0.301
64560,E,E2,7,2.4,1,01-Mar,35000,OWN,other,1750,0.2115,753,0.301
220001,C,C5,13,7.92,0,04-Jun,75000,RENT,debt_consolidation,15000,0.1624,19771,0.489
127513,F,F2,17,28.25,0,10+,76000,MORTGAGE,debt_consolidation,27000,0.2328,26091,0.669
229788,A,A1,10,28.37,0,0-1,36000,OWN,credit_card,5000,0.0532,5338,0.145
36168,B,B5,8,13.73,0,01-Mar,31200,RENT,credit_card,6000,0.1146,14154,0.858
13136,D,D1,12,21.04,1,10+,105018,MORTGAGE,debt_consolidation,28000,0.1562,24111,0.843
140468,C,C2,14,23.44,0,01-Mar,95000,MORTGAGE,debt_consolidation,30000,0.1465,37666,0.528
7330,B,B4,9,5.58,1,07-Sep,2.00E+05,RENT,medical,5000,0.1149,39849,0.766
57341,F,F3,3,13.11,0,10+,70000,RENT,debt_consolidation,31300,0.245,9328,1.025
168634,C,C2,11,11.47,1,04-Jun,75000,RENT,moving,2000,0.1335,2621,0.079
201815,A,A5,10,15.14,1,10+,65000,MORTGAGE,debt_consolidation,7500,0.089,6456,0.516
37581,C,C1,6,16.26,0,10+,98000,RENT,debt_consolidation,12200,0.1398,3289,0.783
205997,C,C3,10,21.65,0,10+,80000,MORTGAGE,credit_card,24000,0.1464,21811,0.661
206481,E,E3,18,20.85,2,10+,59000,MORTGAGE,debt_consolidation,25875,0.2118,33646,0.869
82545,B,B1,12,16.48,0,10+,83000,MORTGAGE,debt_consolidation,16000,0.1016,28481,0.776
46674,A,A4,21,19.84,1,01-Mar,145000,MORTGAGE,debt_consolidation,14000,0.079,30998,0.587
126219,A,A4,6,15.43,2,10+,96850,MORTGAGE,other,1400,0.079,15391,0.754
133035,B,B4,7,12.13,0,07-Sep,36000,RENT,credit_card,14125,0.1311,11003,0.553
223868,B,B2,9,26.82,1,10+,37000,MORTGAGE,debt_consolidation,10000,0.1099,10107,0.624
10953,A,A3,13,18.79,3,07-Sep,65000,MORTGAGE,car,6000,0.0699,15603,0.35
41610,C,C2,10,9.75,0,10+,55000,RENT,debt_consolidation,20000,0.1447,27987,0.593
5474,B,B2,14,12.33,0,04-Jun,59000,MORTGAGE,credit_card,6000,0.1065,8772,0.685
177516,E,E5,9,17.91,0,10+,54000,RENT,debt_consolidation,18625,0.2215,9906,0.762
156337,B,B3,9,14.54,0,07-Sep,86000,MORTGAGE,other,5000,0.1171,22029,0.922
42847,C,C5,10,17.2,0,01-Mar,57000,MORTGAGE,debt_consolidation,13750,0.171,5319,0.391
158075,C,C2,10,14.92,0,04-Jun,75000,OWN,credit_card,15000,0.1299,9340,0.297
73079,B,B4,11,14.25,0,0-1,62000,OWN,debt_consolidation,8000,0.1235,4601,0.39
31211,D,D2,16,21.04,2,10+,120456,MORTGAGE,debt_consolidation,20000,0.1496,93597,0.891
47907,B,B1,8,24.23,0,01-Mar,32000,RENT,debt_consolidation,8325,0.0967,10236,0.566
1698,C,C4,12,22.69,1,04-Jun,55000,MORTGAGE,debt_consolidation,15000,0.1527,14475,0.724
168252,D,D3,9,17.99,1,10+,75000,OWN,home_improvement,24000,0.1699,14737,0.661
110245,A,A1,14,10.45,1,01-Mar,149900,MORTGAGE,debt_consolidation,24000,0.0603,13673,0.204
24142,C,C4,12,16.98,0,04-Jun,78000,RENT,debt_consolidation,1925,0.1435,11981,0.758
202894,D,D4,12,14.4,2,missing,43000,RENT,debt_consolidation,7475,0.1892,10612,0.655
23788,B,B2,17,13.37,1,10+,135000,MORTGAGE,debt_consolidation,15000,0.1075,30063,0.339
112231,A,A4,13,7.43,4,01-Mar,81204,RENT,debt_consolidation,22800,0.079,14437,0.219
135164,E,E1,4,1.88,0,07-Sep,103000,MORTGAGE,debt_consolidation,20000,0.2049,5846,0.551
147851,B,B5,7,6.29,0,10+,102000,MORTGAGE,home_improvement,10000,0.1367,8141,0.875
35970,B,B1,8,16.22,0,01-Mar,34560,MORTGAGE,debt_consolidation,10000,0.102,21626,0.64
232685,F,F2,18,9.06,2,04-Jun,250000,OWN,credit_card,35000,0.2299,104417,0.588
126252,E,E4,16,13.19,1,10+,98000,MORTGAGE,debt_consolidation,35000,0.2198,21907,0.6
221326,C,C5,7,5.53,0,01-Mar,41459,RENT,major_purchase,4875,0.1624,5516,0.849
241362,B,B5,19,8.5,1,missing,90000,MORTGAGE,home_improvement,5000,0.1153,4772,0.145
121337,B,B5,9,34.37,0,01-Mar,36000,RENT,credit_card,8000,0.1409,11996,0.882
153250,C,C3,4,10.92,2,0-1,90000,RENT,debt_consolidation,4500,0.1465,6566,0.746
52144,C,C3,6,18.67,0,10+,50000,MORTGAGE,debt_consolidation,20000,0.1561,19256,0.653
20461,F,F3,3,2.8,0,0-1,54000,RENT,debt_consolidation,3200,0.1854,1679,0.988
34025,B,B2,10,8.83,1,10+,90000,OTHER,debt_consolidation,16000,0.1126,19123,0.53
112472,B,B4,8,3.95,1,10+,58000,MORTGAGE,debt_consolidation,6000,0.1311,3990,0.314
213654,B,B5,10,16.31,1,01-Mar,39200,RENT,debt_consolidation,10000,0.1299,15045,0.875
189016,B,B4,5,11.04,1,0-1,40000,MORTGAGE,credit_card,5400,0.1167,4757,0.767
117914,B,B3,6,7.14,0,10+,51255,RENT,debt_consolidation,2800,0.1212,2533,0.724
73058,B,B1,18,6.63,2,04-Jun,1.00E+05,RENT,credit_card,8000,0.0971,9485,0.243
133413,B,B3,6,19.84,0,10+,45000,RENT,debt_consolidation,10000,0.1212,5668,0.834
84793,C,C5,10,23.52,2,01-Mar,35000,MORTGAGE,debt_consolidation,3000,0.1727,5470,0.516
237284,D,D4,12,22.19,1,07-Sep,41000,MORTGAGE,other,3000,0.1757,11749,0.461
150011,A,A2,12,26.36,1,04-Jun,60000,RENT,debt_consolidation,11875,0.0662,23288,0.427
208078,B,B3,6,4.81,2,10+,60400,OWN,credit_card,12600,0.1199,6090,0.58
42446,C,C3,23,28.8,0,10+,42000,RENT,credit_card,14800,0.1561,22700,0.444
21692,D,D5,10,20.68,0,07-Sep,144996,MORTGAGE,other,20000,0.1557,5046,0.391
149293,C,C2,11,17.66,0,04-Jun,39000,RENT,credit_card,19425,0.1465,11564,0.881
192772,C,C3,10,10.92,0,10+,85000,RENT,debt_consolidation,35000,0.1398,30276,0.632
191210,A,A4,9,17.53,5,10+,64000,MORTGAGE,credit_card,24000,0.0769,22194,0.745
196661,A,A2,15,25.41,0,10+,94000,MORTGAGE,credit_card,28000,0.0649,28551,0.466
111565,C,C2,12,9.08,1,10+,140000,RENT,debt_consolidation,35000,0.1531,2376,0.092
188723,F,F5,20,23.36,0,07-Sep,112000,RENT,moving,18300,0.2557,26488,0.525
21574,B,B5,10,14.91,0,missing,42000,MORTGAGE,debt_consolidation,3500,0.1036,159,0.614
64214,B,B2,14,18.38,0,10+,60000,OWN,debt_consolidation,16000,0.1064,21746,0.458
94680,D,D5,19,6.08,2,01-Mar,137000,RENT,debt_consolidation,21000,0.1972,6277,0.587
191065,B,B3,5,15.23,0,10+,80000,MORTGAGE,debt_consolidation,14000,0.1099,15303,0.622
196752,B,B2,17,7.85,1,0-1,85000,RENT,debt_consolidation,11000,0.1015,15185,0.334
125946,A,A5,16,25.64,0,01-Mar,30000,RENT,credit_card,6800,0.089,6164,0.752
209971,C,C3,7,11.96,1,01-Mar,60000,MORTGAGE,debt_consolidation,12275,0.1464,2686,0.53
77330,A,A5,7,21.16,0,01-Mar,95000,MORTGAGE,credit_card,16000,0.089,16324,0.833
159967,C,C3,13,4.32,2,10+,70000,OWN,debt_consolidation,9000,0.1366,12269,0.353
212080,C,C2,14,25.89,1,missing,21000,OWN,credit_card,6250,0.1416,10366,0.69
26492,A,A4,8,15.47,0,10+,48000,RENT,vacation,1000,0.0751,334,0.071
120841,D,D1,3,7.83,0,04-Jun,42000,RENT,debt_consolidation,8500,0.1777,6382,0.912
110623,A,A5,15,25.4,0,10+,86000,RENT,debt_consolidation,20000,0.089,46826,0.693
119991,C,C2,12,9.42,1,0-1,47000,RENT,debt_consolidation,11000,0.1531,10516,0.848
12620,A,A3,9,28.28,0,10+,39000,OWN,other,1000,0.0699,11064,0.598
229311,E,E3,6,14.42,0,0-1,22500,RENT,debt_consolidation,9000,0.1919,6830,0.719
6332,E,E3,9,22.77,0,01-Mar,37000,RENT,debt_consolidation,17325,0.1942,22724,0.967
230378,C,C4,14,19.62,0,01-Mar,55000,MORTGAGE,debt_consolidation,12000,0.1399,55993,0.412
222847,E,E5,15,15.3,1,missing,60000,MORTGAGE,debt_consolidation,21200,0.234,20586,0.76
206377,C,C4,7,20.93,1,07-Sep,90000,MORTGAGE,debt_consolidation,20000,0.1531,16818,0.972
223984,D,D4,13,5.69,1,10+,55000,MORTGAGE,debt_consolidation,13250,0.1922,7910,0.761
101277,C,C2,14,12.3,0,10+,64575,MORTGAGE,credit_card,28625,0.1531,32669,0.547
133616,B,B4,5,24.71,0,07-Sep,33758,RENT,debt_consolidation,4800,0.1311,11774,0.908
215364,C,C2,10,17.16,0,01-Mar,61000,MORTGAGE,credit_card,24000,0.1447,14673,0.658
245428,A,A1,9,9.04,0,04-Jun,49000,MORTGAGE,debt_consolidation,7275,0.0603,8453,0.459
221676,A,A2,7,14.75,0,01-Mar,97000,RENT,credit_card,16000,0.0662,14607,0.594
110585,D,D1,7,17.24,0,04-Jun,60000,RENT,credit_card,5000,0.1777,6248,0.919
206954,B,B4,9,24.99,1,10+,72000,MORTGAGE,debt_consolidation,20000,0.1249,10741,0.684
99045,C,C4,7,11.25,2,10+,90000,MORTGAGE,debt_consolidation,18600,0.1629,13851,0.618
49755,D,D2,9,16.18,0,07-Sep,56000,MORTGAGE,credit_card,20675,0.1855,10953,0.83
11843,B,B5,5,6.63,3,04-Jun,48000,RENT,vacation,3600,0.1199,0,0
1712,A,A1,11,6.23,2,01-Mar,2.00E+05,MORTGAGE,home_improvement,15000,0.0603,6457,0.118
176696,D,D1,19,17.17,1,10+,49000,MORTGAGE,car,3000,0.1561,1567,0.505
